ticker_name,beta_dividendo,significancia_beta,r2,r2_ajustado,f_stat,p_f_stat,validade_regressao
CTBI,0.9567748519838127,0.4685363047170892,0.012579986274045885,-0.010930014052762393,0.5350908591736996,0.468536304717087,1
CTRA,-1.0114554032916598,0.00041945083880353144,0.25374202330353834,0.23638718663617875,14.620824624686229,0.000419450838803529,1
CTS,-1.642046191475608,0.21378147521602497,0,0,,0x000000000000F87F,1
CUBE,-0.6625716273496103,0.020997347457955378,0.12044212123354592,0.09950026697720182,5.751263463074626,0.0209973474579553,1
CVBF,-0.8390024971700366,0.3680786063847178,0.0193303927995625,-0.004018883562352693,0.8278797381100917,0.368078606384718,1
CVS,-1.245476133419268,0.11390866997133337,0.05710069010293184,0.03517279917509297,2.604021074842131,0.113908669971334,1
CVX,-1.2234782959596053,0.15503082589157954,0.04645807313664829,0.02428267948866336,2.095028114230114,0.155030825891579,1
CWCO,9.579831811574362,0.0951099746278385,0.06646074051044915,0.04369149027899666,2.91888137882745,0.0951099746278395,1
CXE,-0.5379440634449117,0.18072878444047863,0.013531945816602886,0.00605870298188016,1.810719404664581,0.180728784440476,1
CXH,-1.5069763470134547,0.00009619816990180625,0.10922152448751132,0.10247320270332583,16.184990576985896,9.61981699018048e-05,1
CXT,0.2518636759682984,0.8854805183522463,0.00048792403960273845,-0.02275654284319728,0.020990975704580337,0.885480518352245,1
CZNC,-0.46916791837509497,0.9040222490901707,0.0003420349220626395,-0.022905824730912627,0.014712533849063505,0.904022249090169,1
D,-2.021316618155959,0.000028744206631512225,0.33737736570071675,0.32196753699608227,21.893648019542933,2.87442066315121e-05,1
DAN,0.12257800703045141,0.9289234119621077,0.00020139492997428565,-0.024793570196776304,0.008057419922492818,0.928923411962151,1
DBL,-0.7924924912058889,0.000000000000005077794627490912,0.3744493547427219,0.3696741589773992,78.41549815862149,5.07779462749108e-15,1
DCI,1.3357232241548296,0.4635121378793814,0.012564085440425865,-0.010399540479564262,0.5471298602494961,0.463512137879378,1
DCOM,-5.684979380788033,0.22779455811301338,0.03364293805736818,0.011169518012190682,1.497010156430886,0.22779455811301,1
DD,-0.5068292011563522,0.5172264548948224,0.009819406039038192,-0.01320804963447264,0.4264216671724528,0.51722645489482,1
DDS,-1.1275922727194825,0.000000000000000032019533985407217,0.7904728934103611,0.7859179563105863,173.5419998334225,3.20195339854074e-17,1
DEI,-0.8247192370403252,0.14694712495079712,0.049421299040303346,0.026788472826977272,2.183611475406652,0.146947124950797,1
DFP,-1.0704848427619358,0.0000205347206417764,0.12884250024586252,0.12224282221742211,19.522543325694507,2.05347206417765e-05,1
DFS,-1.138609007626791,0.09094397589742563,0.06501818601504006,0.043274422899110765,2.990199335247923,0.0909439758974259,1
DG,-2.1912474796338928,0.08848348392917098,0.07444938435607729,0.05009278920755289,3.0566416981557483,0.0884834839291711,1
DGICA,-2.3765770221073796,0.142409792001903,0.04936283005371955,0.027254988892178145,2.2328200068485526,0.142409792001904,1
DGX,-0.5276605984964877,0.5194068572867891,0.009718077091617427,-0.013311735069042596,0.4219781309470674,0.519406857286787,1
DHF,-1.4176941548336912,0.0000008662257723688245,0.16928122458697936,0.16293985988917015,26.694762508369703,8.66225772368787e-07,1
DHI,-2.751578859077548,0.020425434338039776,0.11878179412606549,0.09828834747783444,5.79608672786715,0.0204254343380398,1
DHR,-0.013902734225604113,0.7442008597633689,0.002501831512498054,-0.020695800312792834,0.10784857399842135,0.744200859763368,1
DHT,-1.075325955856645,0.00000000000000010204411399914545,0.8171229326728724,0.812662516396601,183.1943213506364,1.02044113999145e-16,1
DHY,-0.7290908833796919,0.1969617925293666,0.012675618923523313,0.005138791587061764,1.6818242421716598,0.19696179252936,1
DINO,0.10086517528322742,0.9095020679683973,0.0003039350894624704,-0.022944810606131405,0.013073182245701987,0.909502067968361,1
DK,-3.626129880186758,0.024298732328797618,0.11504767499911461,0.09397738154671265,5.460183801379336,0.0242987323287978,1
DKL,-1.271675773901387,0.001682064435633555,0.20714279868058605,0.1887042591150182,11.234230235208303,0.00168206443563355,1
DKS,-0.9229893318211914,0.000020530184862187117,0.3539463557386332,0.3385641261133626,23.010081396597656,2.05301848621871e-05,1
DLB,-0.7313424501241119,0.42427637039462807,0.016031564889340322,-0.008567645988426076,0.6517105353094921,0.424276370394632,0
DLR,-1.2808959819490404,0.488042876921006,0.011518634770120828,-0.012016635830590428,0.4894201118627741,0.488042876921006,1
DLX,-2.090923135930849,0.7344055082167896,0.0027044918852943134,-0.020488426908070956,0.116608517857957,0.734405508216794,1
DMB,-0.15917219527456378,0.7451495146224133,0.0008092608886608454,-0.006818149333563062,0.10609903821651796,0.745149514622435,1
DMLP,-1.2467192748413403,0.000000000000022219221167208375,0.7460075286344796,0.7401007269748163,126.29635657632834,2.22192211672084e-14,1
DMO,-0.8721822332383831,0.000000000000000000000000000000000000002537124219761599,0.7191183365605396,0.71705303021172,348.1896702499151,2.53712421976171e-39,1
DNP,-0.9092993358520085,0.000000000000000000000000000000000000001366360336202461,-0.0000000000000002220446049250313,-0.0000000000000002220446049250313,,0x000000000000F87F,1
DOV,1.8777125525345666,0.11819665715981222,0.05581145081626404,0.03385357757943297,2.5417512076100652,0.118196657159812,1
